task_index,session,scan_idx,unit_id,readout_id,brain_area,original_response,selectivity_full,selectivity_leave_self_out
16873,9,4,4248,3950,RL,10.425838,0.17087006515069184,0.16797250348591033
16874,8,5,7545,7127,RL,15.07305,0.49405089419481685,0.49082663792205894
16875,6,4,7492,6934,RL,7.0198293,0.24029719509711625,0.23823493473990567
16876,6,2,5192,4800,V1,11.01845,0.2587932682417162,0.2586109391782416
16877,4,7,5862,5206,V1,13.13205,0.3038121023895767,0.30367676417569756
16878,6,2,7364,6802,V1,74.58206,0.6981598870189301,0.6954640658187052
16879,9,4,1263,1191,V1,12.314075,0.26481527893519347,0.26399169464523425
16880,7,5,3949,3587,AL,12.597308,0.45112575015014855,0.44667389115677913
16881,9,3,4028,3731,LM,12.109401,0.19634294657550935,0.19494026897773664
16882,7,5,2073,1882,RL,6.754726,0.18245275384870516,0.17715093498276732
16883,5,6,4374,4015,RL,12.504934,0.2898066327711829,0.285467456829614
16884,5,7,7375,6698,RL,126.086945,0.5198831508097326,0.44444554589907326
16885,6,7,1106,978,V1,19.041536,0.17388649223581382,0.17374295069413243
16886,9,3,2652,2478,V1,171.48703,0.5253162004250764,0.5065354283946238
16887,7,3,8754,8117,V1,25.895002,0.3847397917941898,0.3843783125004603
16888,4,7,4318,3812,V1,36.03569,0.3924928577684459,0.3849777069085352
16889,5,6,4142,3807,AL,9.724408,0.4592741958774585,0.4532199575994979
16890,5,7,8237,7528,LM,13.003666,0.5221962601753936,0.518368462954312
16891,7,5,1664,1507,RL,12.6778755,0.18122475841379332,0.1791129605035222
16892,6,4,5126,4728,RL,6.9735374,0.37942157476132227,0.37877921895754
16893,7,3,9172,8506,RL,3.372857,0.22180654090154808,0.22104191153936475
16894,6,7,3484,3160,V1,22.829945,0.2650719995303233,0.26490526193771613
16895,9,3,7903,7275,V1,32.220913,0.43851346526361057,0.4383904687058367
16896,7,3,9225,8558,V1,13.875644,0.2773303183680474,0.27711694206582815
16897,7,5,3584,3260,V1,86.741,0.3988694662943133,0.3848565662636531
16898,5,7,4128,3760,AL,24.851425,0.33567580534589625,0.32866169704813775
16899,7,5,65,60,LM,36.242382,0.47445650500138375,0.4606232615020971
16900,7,3,1484,1363,RL,26.717073,0.24402976700121026,0.24168235067788058
16901,7,5,6801,6140,RL,61.47672,0.3725322678213193,0.3316095867497971
16902,6,4,8636,8037,RL,8.218822,0.15694414420864336,0.1560959091145404
16903,9,4,1706,1589,V1,31.935827,0.22624699639863616,0.2229908220192464
16904,4,7,5932,5269,V1,21.79106,0.46591846514026025,0.46497376960616205
16905,7,3,8886,8235,V1,14.167917,0.46916937148315313,0.4688437337131804
16906,4,7,2236,1930,V1,21.692715,0.4228075597145229,0.4137691444521425
16907,7,5,1439,1309,AL,5.4748964,0.22416296206213576,0.22297761608140548
16908,6,2,1030,953,LM,3.5718076,0.22820849840529878,0.22478757563808927
16909,6,2,1481,1359,RL,3.8533492,0.047102536763417156,0.04709396149266145
16910,7,3,5225,4812,RL,4.712562,0.21243207882590595,0.2113968143038004
16911,6,6,8364,7786,RL,3.981222,0.14691095070217244,0.14638351693058874
16912,6,4,4586,4224,V1,121.57002,0.3796602339142093,0.3720400298201606
16913,7,5,6849,6184,V1,12.808756,0.45829677295367394,0.458093663103125
16914,7,3,7084,6544,V1,10.969353,0.4761213136437318,0.4748590782456742
16915,6,7,7734,7037,V1,14.956601,0.5613269677062824,0.5612674667659607
16916,5,6,5261,4838,AL,10.685548,0.4313060952549419,0.42131880741972993
16917,6,2,6226,5756,LM,116.126816,0.45124706092629796,0.4283347646787343
16918,5,6,4259,3908,RL,23.863043,0.3546608129839737,0.3253421955265535
16919,8,5,8271,7787,RL,4.952909,0.16214951830577573,0.16010383939486533
16920,5,6,7643,7002,RL,13.999958,0.26370224439930756,0.2591449289308036
16921,8,5,2000,1902,V1,22.044365,0.4254136366958041,0.42417795333787733
16922,9,3,2252,2094,V1,25.625103,0.3696722500330051,0.3686286898490814
16923,4,7,8174,7289,V1,17.042395,0.4728344367177485,0.4720550768148869
16924,9,3,4216,3910,V1,32.366146,0.5328185174730027,0.5324715978401221
16925,9,6,4102,3812,AL,22.39669,0.3184500037266982,0.3152199265990126
16926,6,2,7584,7001,LM,1.6249301,0.24265338843065704,0.24031929702034216
16927,5,6,4216,3867,RL,18.163609,0.5433240528980728,0.5146786378437099
16928,7,5,7610,6875,RL,10.7034645,0.4226862744242228,0.4193328915175043
16929,5,6,6781,6214,RL,5.99896,0.1590809102787445,0.15859117362268757
16930,4,7,985,805,V1,95.01895,0.5633974542728588,0.557824850695424
16931,6,2,4254,3918,V1,24.710178,0.393743941524905,0.39261475541204466
16932,5,7,7118,6465,V1,9.309942,0.37029866522503607,0.3701135780567532
16933,6,2,5654,5217,V1,52.685036,0.35892629858740355,0.33594194838405744
16934,5,6,2523,2322,AL,29.12091,0.3171408170153378,0.30676680894038866
16935,6,4,2432,2216,LM,214.6104,0.7196839561304411,0.6532463776678192
16936,7,5,4024,3641,RL,2.8055885,0.31817667585216375,0.3157775146427453
16937,7,3,5028,4632,RL,13.987782,0.42020731251552634,0.4130907201933669
16938,8,5,10184,9579,RL,3.6209824,0.2392363624038499,0.23819352066468408
16939,6,6,1462,1347,V1,11.391186,0.23801524206576918,0.23777136729216963
16940,6,7,6274,5700,V1,60.68161,0.5332334128080733,0.5323365870470403
16941,5,7,6960,6329,V1,47.323017,0.5137566648996182,0.5087337286481048
16942,5,6,2994,2751,V1,59.743706,0.2743426633997414,0.2696209581127352
16943,6,6,3603,3334,AL,26.42131,0.3548693242997206,0.327747435364347
16944,9,4,2847,2635,LM,8.312446,0.2348139793298949,0.2336317555901432
16945,8,5,4492,4267,RL,8.776588,0.24567450877988434,0.24416024627125305
16946,8,5,7477,7062,RL,2.5814245,0.24271138861023778,0.24066086471851206
16947,5,6,8601,7946,RL,1.5804644,0.2819725698412836,0.28133675827736593
16948,6,6,1951,1792,V1,10.17099,0.2731187601190662,0.27304708699983654
16949,9,3,8327,7671,V1,120.764984,0.587263639472641,0.5690416424011783
16950,6,2,6794,6280,V1,4.8468213,0.20081268586994994,0.2007888943288303
16951,9,6,172,159,V1,12.007385,0.1714820572047673,0.17128852048633855
16952,9,4,1431,1329,AL,14.494691,0.3202546737450198,0.3187647584056751
16953,6,2,5481,5055,LM,16.727772,0.19613186439511493,0.19082259730288037
16954,5,7,2183,1990,RL,26.122564,0.2780516390994613,0.2750912514401877
16955,9,3,7999,7363,RL,14.367276,0.3260784373490111,0.3252781573264414
16956,4,7,8370,7471,RL,35.891907,0.6482769854014039,0.646585238909184
16957,4,7,3434,2996,V1,140.02039,0.5993642892869147,0.5984990585862593
16958,9,3,8452,7791,V1,12.73482,0.3564103626044761,0.355954418714134
16959,4,7,7825,6976,V1,20.462173,0.39068606637305825,0.39024360616684806
16960,6,2,8541,7947,V1,2.228912,0.3142896147385965,0.31416956806362845
16961,5,7,4131,3763,AL,32.562145,0.47022255890455367,0.44836080835656605
16962,6,2,2532,2322,LM,19.498093,0.3009555038524833,0.3000795637004383
16963,5,6,1491,1387,RL,31.411694,0.2962592112828855,0.28067738385505425
16964,8,5,7431,7019,RL,15.617388,0.4332564578395528,0.43066386349149555
16965,5,6,7572,6942,RL,2.9418154,0.4766837596604461,0.47626591696310006
16966,9,6,5314,4960,V1,8.772845,0.20038513006875328,0.19973501217904135
16967,7,5,7537,6814,V1,34.796844,0.34058490294037996,0.3387176939426774
16968,5,6,7538,6910,V1,9.320368,0.5442159369760047,0.5435874999124771
16969,8,5,6400,6062,V1,39.66281,0.46391584199634356,0.46285069140009094
16970,4,7,2606,2256,AL,6.3938384,0.21047161766080913,0.21016850963756778
16971,6,2,8548,7952,LM,5.438729,0.15202094122097834,0.1512724022568528
16972,6,7,4255,3866,RL,5.3818927,0.26137712868544055,0.26082402939219884
16973,6,4,3891,3573,RL,37.91067,0.29985338434495534,0.2915428903930314
16974,5,7,7459,6768,RL,124.028175,0.5502777514189444,0.5144928580917438
16975,6,2,4935,4553,V1,16.115795,0.3245077731192736,0.32208968774138597
16976,4,7,6501,5768,V1,30.277203,0.4605191815359834,0.458473457426018
16977,5,6,7135,6542,V1,18.733473,0.6000618695293216,0.5991362240080231
16978,6,6,3073,2835,V1,116.53886,0.416579775145107,0.40880183804911785
16979,8,5,1530,1453,AL,11.839541,0.40609363565715983,0.403488783725768
16980,8,5,5886,5573,LM,9.792683,0.3898904300424605,0.37261880896052973
16981,6,4,3811,3504,RL,15.374063,0.1282645320810183,0.12746884215601537
16982,4,7,5659,5028,RL,3.2522433,0.14492975186448354,0.14425962099842238
16983,6,2,6612,6107,RL,14.184301,0.16984246096708566,0.16709150022442304
16984,6,6,4798,4451,V1,8.003325,0.1716818127228351,0.17151040357212752
16985,7,3,7148,6607,V1,6.1087666,0.333923254819306,0.333753470912325
16986,6,7,8542,7830,V1,5.2596245,0.5259927889238416,0.5257140575842174
16987,8,5,9298,8738,V1,19.988981,0.5415190533963461,0.5413541011299339
16988,7,5,1464,1327,AL,24.65191,0.43449449032975496,0.377117427262997
16989,6,6,6099,5663,LM,13.561781,0.2429118890598495,0.23475485271060803
16990,6,2,2035,1869,RL,26.9993,0.2909738301473878,0.2864856310505376
16991,5,7,5258,4785,RL,7.4934864,0.22597699478877803,0.22439236141222035
16992,6,4,6583,6079,RL,41.166664,0.6913511461309387,0.6859060396766645
16993,6,7,1454,1290,V1,3.7474012,0.1282314487044665,0.12819032018132523
16994,6,2,7534,6957,V1,14.827723,0.42171469439112647,0.4207667883493663
16995,4,7,7905,7050,V1,15.482884,0.5161426674902828,0.5159018065825871
16996,9,3,3880,3592,V1,35.922935,0.3916874977066189,0.38907584566906556
16997,6,6,1596,1462,AL,37.614388,0.4358413940561608,0.43123771508575215
16998,5,7,3411,3118,LM,736.2386,0.5728206200449436,0.4727440317805961
16999,6,4,3936,3613,RL,16.888416,0.31915570637637514,0.3139478268938895
17000,9,3,8566,7898,RL,43.67018,0.26901272780487223,0.2651269141741388
17001,5,7,7087,6439,RL,2.1594572,0.35823532455777174,0.3573129745167531
17002,9,4,5387,5025,V1,4.583574,0.19633627059658504,0.19617359047933944
17003,7,3,5418,4989,V1,25.195131,0.23267780714978176,0.23210940106767697
17004,6,6,7306,6758,V1,35.979713,0.44967650980298207,0.44892017497109726
17005,6,4,7818,7234,V1,13.7677965,0.47865666380945937,0.476835019604374
17006,5,6,5229,4808,AL,32.979813,0.527599132834017,0.5225145099790852
17007,5,6,5699,5225,LM,41.317284,0.612040692530875,0.6046216975536378
17008,5,7,4166,3794,RL,20.053902,0.3110179221871155,0.29959512794843945
17009,6,7,6047,5490,RL,17.235529,0.14705032024986883,0.14037816173158976
17010,6,6,8428,7849,RL,2.8384118,0.09770017439960771,0.09765610202928128
17011,7,5,4315,3910,V1,22.156452,0.3902692000728465,0.3899216676776494
17012,4,7,5636,5008,V1,18.934927,0.3286074612941152,0.3284536595951434
17013,5,6,7019,6435,V1,36.895622,0.4169496169295658,0.4167478413982683
17014,6,2,8482,7890,V1,35.229156,0.5090642591500893,0.5077242416720624
17015,7,5,4072,3686,AL,18.10033,0.5641604365280319,0.5592758682710346
17016,5,6,7731,7085,LM,4.456943,0.31111302857782575,0.308543378297759
17017,4,7,3273,2849,RL,15.890298,0.1764202521071704,0.17538304133790752
17018,4,7,5593,4971,RL,6.0177155,0.5896053122825426,0.5878378454513355
17019,7,3,9040,8378,RL,13.149475,0.39717385228833135,0.3905294083829735
17020,6,6,1469,1353,V1,108.192604,0.5792747254520016,0.5610593913621806
17021,9,3,7735,7118,V1,3.7802918,0.1852510665087798,0.18519662542106777
17022,8,5,9878,9287,V1,32.114613,0.49967374087074456,0.4988189823477131
17023,6,6,2601,2394,V1,61.140747,0.5388822442913541,0.5374779464766439
17024,6,2,1288,1179,AL,17.999096,0.24341988038217688,0.24096795169746102
17025,5,6,2707,2477,LM,6.8160925,0.25642913412086554,0.2523507997217227
17026,4,7,3306,2881,RL,46.93987,0.41577279551911583,0.4106860520169369
17027,8,5,7603,7182,RL,13.771379,0.17753486690293976,0.17638904917254036
17028,8,5,10534,9903,RL,2.1482902,0.11348141181800112,0.11339534868524884
17029,7,5,4830,4385,V1,66.00137,0.2920319164021592,0.28948499473871364
17030,4,7,6490,5758,V1,80.52554,0.5799911472774278,0.5744978321234295
17031,8,5,10317,9697,V1,68.20879,0.5963573702349297,0.5945259870570233
17032,7,3,3722,3434,V1,16.88984,0.5094148563692906,0.5084138368013599
17033,7,3,6673,6146,AL,89.97883,0.5772875205757273,0.5462776556765335
17034,9,3,3012,2810,LM,316.25378,0.4785998878666444,0.44934266509806153
17035,6,2,4122,3792,RL,89.697784,0.3882086251243144,0.3794379966024838
17036,9,3,8188,7535,RL,6.678955,0.22508358476366946,0.21955274515214923
17037,7,3,6875,6341,RL,11.628919,0.18814654550472,0.18546523636373055
17038,9,6,2036,1893,V1,20.157082,0.48458692891471444,0.4843087608698706
17039,9,3,5532,5115,V1,7.0084486,0.4164787244045699,0.4158954666562106
17040,5,7,7351,6676,V1,7.918496,0.4688624127589285,0.46879348635094975
17041,7,5,7953,7193,V1,5.3376446,0.4638542226624397,0.4637529424308895
17042,9,4,1414,1321,AL,6.734033,0.22199469465563118,0.21741653462754335
17043,9,3,1256,1175,LM,18.224813,0.2558309781555773,0.25512458260816306
17044,4,7,2668,2311,RL,6.1505337,0.22154589492108606,0.2213671607193723
17045,5,7,4209,3835,RL,3.6859455,0.23299352478623503,0.2315515815154035
17046,6,7,6045,5488,RL,12.800275,0.32276359564164037,0.30760642922467174
17047,8,5,4949,4703,V1,312.1763,0.5727462595211115,0.5695704863985351
17048,6,7,6654,6036,V1,260.22327,0.7845152701121052,0.7737970883057856
17049,5,6,7061,6472,V1,19.05679,0.4464847549402539,0.44482133654451117
17050,9,3,5144,4758,V1,24.672691,0.48972174349856384,0.4886676157328026
17051,6,6,4332,4019,AL,22.133177,0.2947981417905462,0.28011048517704273
17052,7,3,8388,7770,LM,4.5310225,0.21805501271323852,0.21773571850219559
17053,9,6,4178,3879,RL,25.27533,0.44189646732365845,0.43921381889212885
17054,9,3,4472,4140,RL,9.948513,0.32993715321418826,0.3224748369383814
17055,4,7,8225,7339,RL,7.2289906,0.1749428822614242,0.17435423956723237
17056,6,6,2085,1912,V1,21.596357,0.27179352504605575,0.27153232716224024
17057,4,7,6210,5512,V1,95.78909,0.724559285897477,0.7214026484218069
17058,5,6,6951,6372,V1,24.343287,0.38075160243969675,0.3801295140879768
17059,6,4,3435,3154,V1,82.29851,0.501426489804498,0.49316182810771214
17060,6,6,4849,4496,AL,11.862953,0.1718178677552806,0.168611922227789
17061,8,5,4499,4274,LM,43.09136,0.3772061800944792,0.3719240951359709
17062,5,6,2518,2317,RL,46.189243,0.41577193016957614,0.39852650326096006
17063,4,7,5717,5081,RL,53.824833,0.2864276168034085,0.2770012999508808
17064,5,7,6667,6053,RL,6.584473,0.609407027633205,0.6084477921072688
17065,7,5,4446,4034,V1,43.264965,0.35769266878058353,0.35640510799970426
17066,9,3,2585,2412,V1,27.498419,0.5947203265666012,0.5938901179783376
17067,5,6,6995,6413,V1,1.3202099,0.17144543126064857,0.17139096427164813
17068,6,6,2842,2621,V1,8.205392,0.15472492505675883,0.15424299375608497
17069,6,2,4000,3688,AL,11.345934,0.39559227625642,0.39127604938263216
17070,9,4,2808,2597,LM,10.107092,0.11700963241064577,0.11643666696200872
17071,9,6,4352,4044,RL,54.681656,0.24745590122626565,0.24213588644722506
17072,9,3,7347,6754,RL,35.691544,0.3893875634745742,0.37922244149456713
17073,6,7,7028,6380,RL,32.802914,0.48646851650428075,0.4455823469350333
17074,9,4,2441,2265,V1,5.238493,0.1271228638580164,0.12694592912180117
17075,5,7,5122,4653,V1,21.106384,0.2555673877161661,0.25504969875949596
17076,7,3,6957,6419,V1,47.759502,0.41165033276450547,0.4106015000990989
17077,9,3,293,275,V1,4.199605,0.1820805817742077,0.18182670647077318
17078,5,6,1376,1282,AL,97.26528,0.5355930237182331,0.5259717057434097
17079,7,5,5144,4662,LM,203.19154,0.8399006204054439,0.7905742574068414
17080,6,4,4623,4260,RL,38.851036,0.2269495693834811,0.2252689305355499
17081,9,3,1655,1531,RL,17.677753,0.21020390193022115,0.2069828304045544
17082,6,7,6128,5568,RL,5.010939,0.31757934761679324,0.3160971582585228
17083,9,4,2413,2238,V1,21.93351,0.3077626296337168,0.30583428806929075
17084,5,6,5234,4813,V1,11.136322,0.40222695279434084,0.40184520503055365
17085,7,3,7374,6819,V1,15.471197,0.45936695683201156,0.45680086307079903
17086,4,7,2273,1967,V1,30.714544,0.30396493440536443,0.3034642439161804
17087,9,4,1428,1327,AL,4.315812,0.13979699597442194,0.138423916501743
17088,4,7,5221,4660,LM,11.789663,0.14026784977586143,0.1389140445233479
17089,6,7,3251,2944,RL,1.6821275,0.07910045977182738,0.07907360335795942
17090,7,5,6941,6272,RL,9.389392,0.2838111425236872,0.2820851423338779
17091,6,6,6788,6291,RL,4.631731,0.13079412205678254,0.1304506093563796
17092,6,4,1519,1400,V1,4.13535,0.2985562407170368,0.29841401691198927
17093,9,3,2771,2592,V1,29.878557,0.3993906170059146,0.39673781230116806
17094,5,6,7442,6817,V1,19.571386,0.4205267756147584,0.41999610547433386
17095,9,6,803,741,V1,5.0611286,0.38519530292206705,0.3849832187510548
17096,7,5,4627,4196,AL,20.326866,0.21033985973534552,0.1985568031060242
17097,9,4,1259,1187,LM,6.57443,0.3293312600349245,0.3288355009979162
17098,5,7,2124,1937,RL,7.245721,0.27813086580510893,0.27744830914268015
17099,7,5,6835,6172,RL,8.504932,0.13961796760946854,0.13720773954605883
17100,7,3,8573,7939,RL,4.0330834,0.31776157035408914,0.31722088569509727
17101,9,6,1666,1540,V1,125.684494,0.6952533889801191,0.6938499629308433
17102,8,5,7966,7516,V1,8.52265,0.3424215583522263,0.3422504901663743
17103,6,4,7021,6496,V1,504.82196,0.8066320110613132,0.7980623279670461
17104,7,3,7689,7116,V1,28.654608,0.46405760925583794,0.4638484803717655
17105,6,4,3862,3546,AL,127.89946,0.7019955956142163,0.6718542649192282
17106,6,7,28,24,LM,6.447055,0.1700076493562242,0.16889678828669133
17107,9,6,1503,1387,RL,10.985599,0.365014761716949,0.3637728768291439
17108,6,6,4762,4419,RL,109.12266,0.596398046812225,0.5690814209990653
17109,6,6,6329,5871,RL,33.91009,0.27443912601294934,0.2700571828244464
17110,6,4,2278,2078,V1,36.238052,0.26589484274224623,0.26038716802903555
17111,6,6,7051,6529,V1,23.025877,0.2779847660819595,0.2773950713895013
17112,6,2,7119,6584,V1,12.837421,0.3298994993241964,0.3294017858721545
17113,6,2,3702,3416,V1,45.032352,0.5452524296325558,0.5256061677309938
17114,8,5,2576,2451,AL,3.1735644,0.2675087736590054,0.2628695975269835
17115,8,5,5920,5607,LM,32.81541,0.43811824054622195,0.4296688598860055
17116,7,5,4582,4152,RL,81.19058,0.7708583425205132,0.759912364317398
17117,5,7,4273,3898,RL,55.91594,0.4534761936710861,0.43189891944199377
17118,4,7,8357,7460,RL,2.6553185,0.16256612198925868,0.16250127078019444
17119,9,4,4976,4639,V1,5.096724,0.24518851776337175,0.2451307322891884
17120,8,5,7721,7292,V1,75.98435,0.4638013548708949,0.4632912011703269
17121,6,6,6615,6137,V1,40.163822,0.49138451915011766,0.49121566423681795
17122,9,4,1193,1124,V1,8.345531,0.18862217532816802,0.1884556147260939
17123,6,2,5113,4727,AL,89.1824,0.34083704699988027,0.33194504675388437
17124,6,6,831,766,LM,18.663363,0.3624893688639679,0.35084754003355695
17125,7,5,4928,4475,RL,8.958745,0.33976917362299647,0.33711421806528435
17126,4,7,5694,5060,RL,10.221538,0.34269202582773234,0.3356739736418968
17127,5,7,6693,6079,RL,1.1738724,0.2500286770443117,0.24953670953374046
17128,4,7,2853,2480,V1,50.637764,0.527831597750566,0.5198829182784406
17129,5,7,4568,4161,V1,7.148838,0.4423241844067323,0.4418073768848527
17130,6,2,7495,6921,V1,7.6890492,0.27912151896367354,0.2788972677088547
17131,9,4,6770,6325,V1,37.54023,0.4234246679739277,0.42258442201788793
17132,8,5,4452,4231,AL,31.74796,0.31046392791950517,0.3043483486441623
17133,7,3,8351,7737,LM,4.3019524,0.2947941259813747,0.2941252097936577
17134,8,5,2440,2316,RL,2.905307,0.1379786444354865,0.13788755996937346
17135,8,5,7406,6997,RL,1.8603258,0.18296686401045642,0.18175198577957455
17136,7,3,6792,6259,RL,30.108942,0.5242661876007157,0.5150325983685381
17137,6,6,4151,3849,V1,28.303007,0.3286862232181948,0.32722344148167726
17138,7,3,4788,4418,V1,17.246973,0.2940088576446618,0.2936785052242906
17139,8,5,10140,9536,V1,6.665733,0.6276879276911338,0.6272524645880385
17140,5,7,579,536,V1,126.76,0.5788517370470592,0.5784532856107839
17141,6,6,3526,3264,AL,8.401789,0.20186950768985137,0.19967135168048725
17142,8,5,60,57,LM,32.63205,0.4946418226909093,0.49179439340701536
17143,5,6,5281,4856,RL,17.428326,0.29308372211796024,0.2893386733073339
17144,9,3,8519,7852,RL,2.3799524,0.09256703654466365,0.09226015384902729
17145,4,7,8326,7431,RL,2.6039324,0.31384817510286983,0.31261337646784976
17146,8,5,5201,4941,V1,59.456474,0.6735407698960773,0.6732455239501427
17147,4,7,5906,5245,V1,9.961981,0.3692510422393099,0.3687848572753571
17148,8,5,10180,9575,V1,12.038826,0.5632089993923097,0.5625565959632306
17149,5,7,5947,5409,V1,16.582212,0.29718237395353364,0.29695729968562085
17150,5,7,4174,3801,AL,19.008564,0.4142701858250051,0.37978161856276493
17151,6,4,3453,3172,LM,17.590933,0.3081677943118834,0.3054598042975758
17152,9,4,2761,2561,RL,5.0252843,0.1446604776150516,0.14415915772658072
17153,9,3,2316,2156,RL,2.217173,0.21831070086792953,0.21794409686890479
17154,6,2,6684,6175,RL,4.700023,0.26185148628039595,0.25899178669420964
17155,9,6,5083,4736,V1,315.32123,0.5074610449655266,0.48126318382638456
17156,6,4,7538,6968,V1,4.67416,0.35325328265788886,0.35311149737309605
17157,8,5,10286,9668,V1,12.993394,0.2889033078267279,0.288565084411097
17158,7,5,5518,4996,V1,21.423845,0.35681501802625126,0.35655016686012586
17159,4,7,3856,3387,AL,4.8833632,0.1443858082128378,0.14391588312245596
17160,7,3,8218,7607,LM,4.3392515,0.2603334720170062,0.25931081907785014
17161,9,6,2255,2098,RL,3.287724,0.14360541192477166,0.14296805657890777
17162,5,7,7329,6656,RL,6.5366125,0.15765696910190874,0.15703650108801923
17163,6,6,7265,6721,RL,15.610309,0.24683325810920909,0.241912872389015
17164,8,5,2531,2407,V1,19.696972,0.610039978037264,0.6061360069671404
17165,9,3,2474,2304,V1,119.28104,0.5929875180407227,0.5891898101584057
17166,6,7,8238,7536,V1,9.623853,0.4752309688129613,0.47382160672149476
17167,5,7,6977,6343,V1,25.675076,0.36399982634976796,0.3624440658345729
17168,9,4,5086,4740,AL,6.038145,0.2761806939977953,0.27209808169553185
17169,9,6,1208,1132,LM,40.377506,0.4881044263173572,0.48416915978197594
17170,6,7,3247,2940,RL,2.982009,0.16784173321347623,0.167453748029864
17171,6,6,4824,4474,RL,8.87775,0.14543832856369587,0.14482496033435519
17172,5,7,7342,6667,RL,13.316645,0.13740313394546544,0.13522104583120187
17173,4,7,3519,3077,V1,48.135937,0.6321098657530211,0.6301599400610131
17174,9,3,7608,7000,V1,238.02753,0.46670518654170423,0.4649367399295057
17175,5,7,6793,6175,V1,13.044939,0.3446069536823811,0.34432634630818004
17176,5,6,3148,2896,V1,24.29727,0.5987629601629747,0.5980738267401642
17177,7,5,4037,3652,AL,13.56374,0.2600089621650793,0.25259508765456895
17178,7,5,1266,1171,LM,21.017744,0.22460325310933943,0.2183266792059009
17179,6,2,1348,1231,RL,7.469759,0.16249527091177643,0.1614286669228001
17180,7,3,5062,4662,RL,18.124773,0.463813100166961,0.4536123158605062
17181,7,3,9276,8600,RL,3.511357,0.2065416398992929,0.20630849826520586
17182,5,7,4670,4253,V1,66.508446,0.4499585488754857,0.443180127743026
17183,8,5,7722,7293,V1,77.0883,0.5361315791878806,0.5308645631808482
17184,5,7,6804,6185,V1,41.84473,0.5254348176452039,0.5214395603593376
17185,9,3,2640,2466,V1,20.001371,0.47866999188559217,0.478156277303864
17186,6,4,1193,1094,AL,40.261585,0.4112056885539237,0.4055176264392414
17187,6,4,3998,3672,LM,6.4452577,0.20039087498845126,0.19962456509044044
17188,9,6,5323,4969,RL,19.530794,0.3337284986128633,0.33118297722989987
17189,7,3,5217,4804,RL,35.88449,0.5376794093494097,0.5246989394054818
17190,6,4,8819,8213,RL,47.508385,0.5690995431440291,0.5624239709481708
17191,9,4,4591,4279,V1,64.08787,0.31472855468384464,0.3115908033451693
17192,8,5,7967,7517,V1,24.925804,0.36246103815472797,0.3598493368840495
17193,5,6,7287,6674,V1,13.056876,0.6371661488749207,0.6369199168345752
17194,5,6,7784,7138,V1,11.84229,0.21362169144557025,0.21344610816683784
17195,5,6,2137,1963,AL,34.3482,0.5421781272698503,0.5398517333139841
17196,9,4,7079,6602,LM,14.994951,0.2961680427982594,0.2933010544800089
17197,5,7,2459,2243,RL,2.9713278,0.0932784729713945,0.09323336292093079
17198,7,3,4366,4023,RL,10.521965,0.31825387416002904,0.316351899499811
17199,7,3,6732,6200,RL,90.8246,0.5963351161422795,0.5831576223671415
17200,7,3,1826,1691,V1,67.41069,0.2869254453435321,0.2853369079447776
17201,7,3,4747,4378,V1,5.03997,0.29438767201986804,0.29421759626095534
17202,5,7,7396,6713,V1,27.948242,0.4825099465808158,0.48231186368133655
17203,5,6,3011,2768,V1,49.339413,0.5821727551090035,0.5787362100705111
17204,5,7,5179,4709,AL,28.340422,0.42194050868217325,0.39514894303786524
17205,6,2,4115,3785,LM,17.519089,0.22568392204665647,0.22496112313962627
17206,9,4,8357,7805,RL,6.186164,0.13764526380911915,0.1374158683557292
17207,7,5,6765,6105,RL,3.982141,0.28382486747656244,0.2828006731360532
17208,6,4,8396,7804,RL,6.860971,0.31578316807208673,0.3139953294851496
17209,4,7,685,552,V1,7.2327867,0.13931828641875718,0.13912985903580793
17210,9,3,7847,7222,V1,16.061527,0.2326512766066154,0.2319933268349065
17211,7,3,6899,6364,V1,16.791597,0.2143396681957859,0.213778127107922
17212,6,2,386,352,V1,127.09519,0.7148642164570036,0.7075729183878895
17213,4,7,2592,2245,AL,2.5152655,0.116204434131202,0.11616322501963809
17214,8,5,99,94,LM,44.53167,0.38854322383154616,0.3818507848331232
17215,4,7,3697,3248,RL,44.651478,0.2602482539632442,0.2535884018447592
17216,7,3,4386,4041,RL,15.179527,0.36522472359306785,0.36207127560071245
17217,6,4,6547,6046,RL,8.914907,0.4451066038878626,0.44399550478113603
17218,6,2,1885,1724,V1,28.068892,0.5574096272485224,0.5567329751551069
17219,6,7,6621,6011,V1,85.38781,0.4907368206102488,0.4887821409237203
17220,7,5,8770,7963,V1,6.059446,0.30261511913692546,0.3025331927523628
17221,6,7,4808,4368,V1,28.433348,0.30701727936642265,0.306574928309278
17222,6,4,4565,4203,AL,33.87787,0.46786963707094725,0.4580209786984305
17223,5,7,9,6,LM,4.6434307,0.28184447163464765,0.2816154195366467
17224,9,4,7325,6837,RL,29.548489,0.15994358327601643,0.15534240611114097
17225,6,2,5298,4895,RL,17.266321,0.3141213590448671,0.3125227278519733
17226,5,6,7431,6807,RL,26.706934,0.4859049218515164,0.4824498252711579
17227,9,4,7721,7207,V1,104.83161,0.3713274664341525,0.3533835479153292
17228,6,7,7025,6377,V1,169.8346,0.5843604489653524,0.5786149633611068
17229,5,6,6854,6283,V1,29.686857,0.4517382914429954,0.45013250796816134
17230,6,6,471,437,V1,17.952406,0.5012901251942711,0.5010407912546465
