task_index,session,scan_idx,unit_id,readout_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
6175,6,2,6570,6066,955.25,167.76,422.35,AL,6,0.619812,all_model_readouts_v1,8.646911349894468e+17,root_864691134989446778,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
6176,4,7,5390,4797,1096.24,78.78,369.43,AL,6,0.0869507,all_model_readouts_v1,,,,unassigned,False,False,
6177,7,5,1078,991,658.5,378.99,199.92,LM,1,0.805336,all_model_readouts_v1,,,,unassigned,False,False,
6178,9,4,2711,2518,1143.54,394.03,166.03,RL,2,0.761029,all_model_readouts_v1,8.646911363106252e+17,root_864691136310625114,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6179,9,3,7302,6714,1110.5,236.29,339.02,RL,6,0.557071,all_model_readouts_v1,8.646911355027508e+17,root_864691135502750813,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
6180,5,7,7148,6494,951.75,291.86,433.61,RL,6,0.543612,all_model_readouts_v1,8.646911359381204e+17,root_864691135938120452,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
6181,4,7,8375,7475,1225.82,245.19,503.31,RL,8,,all_model_readouts_v1,,,,unassigned,False,False,
6182,6,6,2081,1908,1244.75,850.64,130.04,V1,2,0.767076,all_model_readouts_v1,8.646911358652594e+17,root_864691135865259390,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6183,6,2,4263,3927,921.29,513.56,289.27,V1,4,0.502373,all_model_readouts_v1,8.64691135986925e+17,root_864691135986925059,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
6184,8,5,10261,9644,829.18,1056.49,504.0,V1,8,0.735192,all_model_readouts_v1,8.646911360211556e+17,root_864691136021155576,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
6185,9,4,2961,2744,581.85,457.3,179.08,V1,3,0.781804,all_model_readouts_v1,,,,unassigned,False,False,
6186,5,7,4103,3741,1142.25,79.06,295.57,AL,4,0.402715,all_model_readouts_v1,8.646911353451276e+17,root_864691135345127583,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6187,7,5,7394,6676,1031.6,132.16,365.52,AL,6,0.854098,all_model_readouts_v1,8.646911362865713e+17,root_864691136286571203,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
6188,6,4,7270,6730,1079.73,198.8,408.19,AL,6,0.962265,all_model_readouts_v1,8.646911359383657e+17,root_864691135938365749,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
6189,9,3,2775,2596,895.95,187.48,318.11,AL,2,,all_model_readouts_v1,,,,unassigned,False,False,
6190,7,5,7728,6973,282.61,293.04,505.0,LM,7,0.391136,all_model_readouts_v1,,,,unassigned,False,False,
6191,9,6,4162,3864,1206.93,253.62,221.46,RL,4,0.304515,all_model_readouts_v1,8.646911361941051e+17,root_864691136194105046,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6192,4,7,6374,5648,1336.7,43.22,364.54,RL,6,0.53887,all_model_readouts_v1,8.646911364372694e+17,root_864691136437269406,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
6193,5,7,7307,6634,1136.17,373.84,432.77,RL,6,0.530501,all_model_readouts_v1,8.646911354637007e+17,root_864691135463700798,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
6194,5,7,8778,8054,1301.98,326.11,564.74,RL,8,0.281206,all_model_readouts_v1,8.646911352137222e+17,root_864691135213722240,L6short-b,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
6195,6,2,1627,1489,952.04,742.98,150.96,V1,2,0.343281,all_model_readouts_v1,8.646911349644605e+17,root_864691134964460575,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
6196,6,4,7505,6943,1222.67,737.14,412.23,V1,6,0.459081,all_model_readouts_v1,8.646911357825637e+17,root_864691135782563664,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
6197,4,7,8279,7387,1216.8,691.24,505.06,V1,8,0.757556,all_model_readouts_v1,8.646911359405951e+17,root_864691135940595110,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
6198,9,3,1004,928,496.83,681.05,322.43,V1,1,0.239511,all_model_readouts_v1,,,,unassigned,False,False,
6199,6,7,3170,2868,1054.44,162.75,254.39,AL,4,0.76567,all_model_readouts_v1,8.646911351178084e+17,root_864691135117808349,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6200,9,3,2660,2486,934.03,155.51,317.85,AL,2,0.703973,all_model_readouts_v1,8.646911358661652e+17,root_864691135866165212,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
6201,7,3,9186,8520,1153.61,142.15,487.94,AL,8,0.482052,all_model_readouts_v1,8.646911356185046e+17,root_864691135618504591,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
6202,6,6,8074,7503,885.85,216.38,529.2,AL,8,,all_model_readouts_v1,,,,unassigned,False,False,
6203,6,2,2604,2391,706.65,225.41,291.95,LM,3,0.710787,all_model_readouts_v1,,,,unassigned,False,False,
6204,7,5,4231,3831,1169.62,473.76,233.1,RL,4,0.71132,all_model_readouts_v1,8.646911369750441e+17,root_864691136975044124,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6205,9,3,8116,7472,1218.41,539.92,340.13,RL,6,0.491461,all_model_readouts_v1,8.646911351563813e+17,root_864691135156381284,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
6206,6,4,6649,6142,1272.67,495.65,409.72,RL,6,0.845521,all_model_readouts_v1,8.64691135841993e+17,root_864691135841992931,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
6207,6,4,8755,8154,1246.11,441.06,544.03,RL,8,0.468094,all_model_readouts_v1,8.646911369744351e+17,root_864691136974435100,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
6208,9,4,1674,1558,951.27,571.98,168.46,V1,2,0.667481,all_model_readouts_v1,8.646911354949987e+17,root_864691135494998672,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6209,9,3,5702,5273,1097.73,1164.54,333.4,V1,4,0.565753,all_model_readouts_v1,8.646911357832806e+17,root_864691135783280691,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
6210,5,7,7190,6529,942.34,658.21,437.78,V1,6,0.360817,all_model_readouts_v1,8.646911363890659e+17,root_864691136389065847,L5b,L5,True,False,aibs_metamodel_mtypes_v661_v2
6211,7,5,1024,940,397.65,670.38,198.06,V1,1,0.366685,all_model_readouts_v1,,,,unassigned,False,False,
6212,4,7,2644,2291,885.42,224.42,240.37,AL,4,0.521072,all_model_readouts_v1,8.64691135864786e+17,root_864691135864786046,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6213,4,7,6506,5772,960.0,211.38,372.5,AL,6,0.522451,all_model_readouts_v1,8.646911353748571e+17,root_864691135374857033,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
6214,8,5,10487,9857,1099.71,196.67,506.36,AL,8,0.345495,all_model_readouts_v1,8.646911354633414e+17,root_864691135463341469,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
6215,4,7,6633,5880,780.1,112.04,375.82,AL,6,0.753345,all_model_readouts_v1,,,,unassigned,False,False,
6216,9,3,92,87,154.73,294.52,319.5,LM,1,0.902754,all_model_readouts_v1,,,,unassigned,False,False,
6217,6,2,4189,3856,1228.95,381.94,284.75,RL,4,0.640742,all_model_readouts_v1,8.646911369036499e+17,root_864691136903649970,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
6218,7,5,7538,6815,1031.74,449.19,367.54,RL,6,0.838028,all_model_readouts_v1,8.646911358769299e+17,root_864691135876929875,L4c,L4,True,False,aibs_metamodel_mtypes_v661_v2
