session,scan_idx,readout_id,task_index,unit_id,unit_x,unit_y,unit_z,brain_area,field,cc_max,population,pt_root_id,em_root_key,mtype,layer,is_em_linked,is_unique_em_neuron,layer_source
9,6,1350,31756,1464,1171.16,321.62,199.02,RL,2,0.514242,all_model_readouts_v1,8.646911354296038e+17,root_864691135429603888,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,7,3738,10492,4099,997.48,84.54,296.42,AL,4,0.765327,all_model_readouts_v1,8.646911351334568e+17,root_864691135133456800,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
7,3,7889,1172,8519,797.68,169.9,487.93,AL,8,0.419204,all_model_readouts_v1,8.646911355438077e+17,root_864691135543807730,L5b,L5,True,False,aibs_metamodel_mtypes_v661_v2
6,2,7636,2381,8226,169.98,148.06,557.92,LM,7,0.704526,all_model_readouts_v1,,,,unassigned,False,False,
7,3,6367,72046,6902,762.54,633.66,421.64,V1,6,0.464214,all_model_readouts_v1,,,,unassigned,False,False,
6,6,4231,83036,4560,920.5,973.16,269.44,V1,4,,all_model_readouts_v1,,,,unassigned,False,False,
9,6,592,86781,643,379.04,1019.44,207.33,V1,1,0.540317,all_model_readouts_v1,,,,unassigned,False,False,
9,4,7609,56258,8152,1206.38,706.84,188.91,V1,6,0.697005,all_model_readouts_v1,8.646911360425757e+17,root_864691136042575702,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,8102,26169,8926,864.24,611.1,503.06,V1,8,0.677537,all_model_readouts_v1,8.646911353559352e+17,root_864691135355935183,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
8,5,6400,95734,6761,546.57,1081.2,374.19,V1,5,0.666157,all_model_readouts_v1,,,,unassigned,False,False,
6,4,7719,9017,8311,929.99,272.83,542.9,AL,8,0.662892,all_model_readouts_v1,8.646911354906071e+17,root_864691135490607079,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
5,7,1224,17636,1320,980.75,91.56,156.79,AL,2,0.714484,all_model_readouts_v1,8.646911360118798e+17,root_864691136011879843,L2b,L23,True,False,aibs_metamodel_mtypes_v661_v2
7,5,2106,22238,2317,871.27,343.15,193.47,RL,2,0.665423,all_model_readouts_v1,8.6469113561865e+17,root_864691135618649999,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
4,7,2496,63890,2869,1157.16,564.07,236.65,V1,4,0.647879,all_model_readouts_v1,8.646911361757281e+17,root_864691136175728134,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
7,5,5902,50434,6511,443.79,148.22,368.14,LM,5,0.849805,all_model_readouts_v1,,,,unassigned,False,False,
9,6,4632,23610,4970,1113.92,441.8,222.9,RL,4,0.424666,all_model_readouts_v1,8.646911352108882e+17,root_864691135210888128,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,3,6832,23324,7427,1193.5,403.22,339.53,RL,6,0.404266,all_model_readouts_v1,8.646911357817476e+17,root_864691135781747536,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
5,7,2497,56131,2758,348.11,307.23,303.44,LM,3,0.647412,all_model_readouts_v1,,,,unassigned,False,False,
6,7,1052,92271,1189,765.72,901.85,122.09,V1,2,0.660275,all_model_readouts_v1,,,,unassigned,False,False,
6,6,7140,63751,7704,692.55,249.75,536.75,LM,7,0.754133,all_model_readouts_v1,,,,unassigned,False,False,
5,7,3803,6798,4176,936.81,241.14,297.82,AL,4,0.741533,all_model_readouts_v1,8.646911353969295e+17,root_864691135396929569,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
8,5,2701,9291,2837,950.45,127.59,233.97,AL,2,0.528577,all_model_readouts_v1,8.646911357776219e+17,root_864691135777621856,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
9,3,4066,6160,4395,1090.75,201.25,326.95,AL,4,0.568117,all_model_readouts_v1,8.646911359890767e+17,root_864691135989076736,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,6,4419,17108,4762,887.67,431.31,265.51,RL,4,0.788982,all_model_readouts_v1,8.646911369126845e+17,root_864691136912684529,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
6,7,2839,10481,3135,775.24,115.55,255.97,AL,4,0.275013,all_model_readouts_v1,,,,unassigned,False,False,
5,6,2243,3768,2438,936.0,105.97,168.79,AL,2,0.77659,all_model_readouts_v1,8.646911369455795e+17,root_864691136945579487,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,8060,4088,8784,1034.91,360.96,566.06,RL,8,0.188794,all_model_readouts_v1,8.646911361433664e+17,root_864691136143366452,L6tall-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
9,4,6706,53041,7191,762.01,399.65,188.9,LM,6,0.476559,all_model_readouts_v1,,,,unassigned,False,False,
7,5,1611,41907,1775,875.27,644.47,195.31,V1,2,0.581673,all_model_readouts_v1,8.646911359752436e+17,root_864691135975243631,L2c,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,6,5051,18725,5504,831.93,225.91,308.03,AL,4,0.839905,all_model_readouts_v1,8.646911369256014e+17,root_864691136925601354,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,7546,33815,8133,530.34,316.72,558.24,LM,7,0.353742,all_model_readouts_v1,,,,unassigned,False,False,
9,3,3749,78002,4047,214.77,515.26,330.98,V1,3,0.669419,all_model_readouts_v1,,,,unassigned,False,False,
7,5,5431,41814,6013,195.59,184.57,368.16,LM,5,0.61159,all_model_readouts_v1,,,,unassigned,False,False,
7,3,1498,40606,1624,943.8,433.46,209.85,RL,2,0.664543,all_model_readouts_v1,8.646911360532826e+17,root_864691136053282547,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
4,7,3382,10047,3851,929.44,65.18,239.1,AL,4,0.633416,all_model_readouts_v1,8.6469113521006e+17,root_864691135210059968,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
7,5,2393,39815,2647,455.11,334.35,235.0,LM,3,0.660694,all_model_readouts_v1,,,,unassigned,False,False,
9,3,4712,43736,5095,1138.3,1135.06,333.04,V1,4,0.676822,all_model_readouts_v1,8.646911354076846e+17,root_864691135407684553,L4b,L4,True,False,aibs_metamodel_mtypes_v661_v2
6,2,3773,40581,4101,1057.7,265.01,285.81,RL,4,0.76276,all_model_readouts_v1,8.646911363105921e+17,root_864691136310592090,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,6,3627,53011,3925,444.04,192.26,310.74,LM,3,0.263818,all_model_readouts_v1,,,,unassigned,False,False,
6,6,3432,39781,3708,1093.7,413.96,264.16,RL,4,0.512192,all_model_readouts_v1,8.646911353568051e+17,root_864691135356805071,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,3,7921,3587,8596,877.88,214.59,339.87,AL,6,0.524136,all_model_readouts_v1,8.646911363798067e+17,root_864691136379806677,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
4,7,3529,65572,4020,550.03,225.91,380.85,LM,5,0.654486,all_model_readouts_v1,,,,unassigned,False,False,
6,6,7548,51898,8119,732.66,420.68,531.75,LM,8,,all_model_readouts_v1,,,,unassigned,False,False,
6,7,4386,27032,4826,707.33,424.55,398.36,LM,5,0.573594,all_model_readouts_v1,,,,unassigned,False,False,
7,5,6577,1006,7283,1122.18,177.23,365.62,AL,6,0.636063,all_model_readouts_v1,8.646911357865027e+17,root_864691135786502596,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,7,2929,5822,3236,913.51,264.68,256.39,AL,4,0.54134,all_model_readouts_v1,8.646911365355299e+17,root_864691136535529890,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,6055,947,6559,947.71,157.77,422.28,AL,6,0.844603,all_model_readouts_v1,8.646911362747635e+17,root_864691136274763533,L5b,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,5,6644,488,7358,1161.53,317.09,366.43,RL,6,0.561412,all_model_readouts_v1,8.646911362973151e+17,root_864691136297315099,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
7,3,7625,54325,8236,614.61,170.44,487.98,LM,7,0.780114,all_model_readouts_v1,,,,unassigned,False,False,
4,7,2261,16140,2612,1171.76,153.86,235.11,AL,4,0.770227,all_model_readouts_v1,8.646911356168518e+17,root_864691135616851817,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
4,7,4722,64957,5292,526.68,260.75,380.93,LM,5,0.788283,all_model_readouts_v1,,,,unassigned,False,False,
6,4,3610,36711,3933,1177.21,304.89,271.15,RL,4,0.653254,all_model_readouts_v1,8.646911365360872e+17,root_864691136536087202,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,4,2147,54238,2361,649.52,150.31,278.05,LM,3,0.865005,all_model_readouts_v1,,,,unassigned,False,False,
7,3,2265,32577,2440,842.41,817.36,213.65,V1,2,0.637979,all_model_readouts_v1,8.646911371990394e+17,root_864691137199039297,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,6,6170,3536,6737,861.69,298.82,444.53,AL,6,0.910163,all_model_readouts_v1,8.646911357833656e+17,root_864691135783365683,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
6,2,8085,5674,8684,876.01,376.49,558.02,RL,8,,all_model_readouts_v1,,,,unassigned,False,False,
6,2,5202,73846,5639,193.62,569.01,426.09,V1,5,0.88114,all_model_readouts_v1,,,,unassigned,False,False,
5,7,6379,10689,7023,1286.33,131.91,428.65,RL,6,0.42172,all_model_readouts_v1,8.646911359263232e+17,root_864691135926323156,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
9,4,5135,9929,5507,718.73,141.57,178.21,AL,4,0.431706,all_model_readouts_v1,,,,unassigned,False,False,
6,7,6648,53920,7339,436.73,323.47,530.87,LM,7,0.786834,all_model_readouts_v1,,,,unassigned,False,False,
5,6,5048,7864,5500,847.37,57.06,306.52,AL,4,0.643857,all_model_readouts_v1,8.646911352081962e+17,root_864691135208196217,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,4,2459,5983,2646,1202.09,384.32,165.55,RL,2,0.435807,all_model_readouts_v1,8.646911358843027e+17,root_864691135884302704,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
9,3,6704,11320,7292,908.18,232.21,339.83,AL,6,0.417088,all_model_readouts_v1,8.646911358848237e+17,root_864691135884823664,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
5,7,144,63805,156,586.79,389.13,169.71,LM,1,0.736789,all_model_readouts_v1,,,,unassigned,False,False,
7,3,8262,13574,8915,1196.29,257.53,487.94,RL,8,0.158941,all_model_readouts_v1,8.646911355944476e+17,root_864691135594447659,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
9,4,2968,44305,3203,546.07,768.85,180.61,V1,3,0.491864,all_model_readouts_v1,,,,unassigned,False,False,
5,7,1460,58091,1587,918.36,570.15,161.74,V1,2,0.484161,all_model_readouts_v1,8.646911354925917e+17,root_864691135492591719,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,177,79577,194,315.28,524.77,152.2,V1,1,,all_model_readouts_v1,,,,unassigned,False,False,
6,4,6799,14014,7343,862.39,442.38,411.74,RL,6,0.758465,all_model_readouts_v1,8.646911363718184e+17,root_864691136371818376,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
4,7,2591,65030,2977,959.85,706.42,240.57,V1,4,0.885526,all_model_readouts_v1,8.646911353601012e+17,root_864691135360101208,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,6661,3133,7336,998.88,172.18,431.83,AL,6,0.706747,all_model_readouts_v1,8.646911357243931e+17,root_864691135724393131,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
9,3,6021,50506,6536,626.04,267.84,340.0,LM,5,0.625987,all_model_readouts_v1,,,,unassigned,False,False,
6,2,3756,14035,4084,1329.08,227.85,282.43,RL,4,0.479787,all_model_readouts_v1,8.646911353736923e+17,root_864691135373692233,,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
5,7,6081,9177,6695,1021.12,438.8,434.59,RL,6,0.405928,all_model_readouts_v1,8.646911349654339e+17,root_864691134965433887,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
8,5,2823,41078,2973,542.01,243.45,251.37,LM,3,0.787785,all_model_readouts_v1,,,,unassigned,False,False,
6,7,6523,13774,7193,1250.4,135.06,390.39,RL,6,0.783536,all_model_readouts_v1,8.64691135123358e+17,root_864691135123357991,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
9,4,1769,37267,1895,1131.84,835.7,168.68,V1,2,0.379972,all_model_readouts_v1,8.646911363909146e+17,root_864691136390914576,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,4,6580,8607,7055,768.96,196.19,188.36,AL,6,,all_model_readouts_v1,,,,unassigned,False,False,
8,5,488,82003,508,212.0,834.0,235.74,V1,1,0.852605,all_model_readouts_v1,,,,unassigned,False,False,
7,3,6723,16554,7274,1184.68,250.95,417.35,RL,6,0.72639,all_model_readouts_v1,8.646911354769696e+17,root_864691135476969640,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
5,6,5087,4278,5545,772.0,171.54,308.18,AL,4,0.852569,all_model_readouts_v1,,,,unassigned,False,False,
6,2,3122,34020,3391,240.34,335.39,292.03,LM,3,0.427508,all_model_readouts_v1,,,,unassigned,False,False,
5,6,4672,3171,5085,1029.0,108.46,305.15,AL,4,0.82047,all_model_readouts_v1,8.646911357536113e+17,root_864691135753611213,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
9,3,7967,10001,8649,761.62,183.89,340.19,AL,6,0.503518,all_model_readouts_v1,,,,unassigned,False,False,
5,7,1102,60649,1181,348.48,255.24,169.29,LM,1,0.804763,all_model_readouts_v1,,,,unassigned,False,False,
6,4,5178,93215,5607,159.57,803.41,415.5,V1,5,0.736829,all_model_readouts_v1,,,,unassigned,False,False,
7,3,8238,28464,8890,1305.76,1086.51,487.96,V1,8,0.811124,all_model_readouts_v1,8.646911355863295e+17,root_864691135586329468,L5ET,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,5,3470,32610,3803,468.82,203.16,234.36,LM,3,0.67978,all_model_readouts_v1,,,,unassigned,False,False,
7,5,2142,29626,2355,1093.91,778.49,195.95,V1,2,0.755031,all_model_readouts_v1,8.646911369746345e+17,root_864691136974634524,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,7,2905,240,3211,964.71,232.36,255.71,AL,4,0.626535,all_model_readouts_v1,8.646911369032401e+17,root_864691136903240114,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
8,5,8254,6151,8791,450.72,154.76,511.93,LM,7,0.557378,all_model_readouts_v1,,,,unassigned,False,False,
6,4,2217,53023,2433,580.1,243.98,278.04,LM,3,0.510517,all_model_readouts_v1,,,,unassigned,False,False,
7,5,8175,5128,9010,1227.41,294.81,502.41,RL,8,,all_model_readouts_v1,,,,unassigned,False,False,
6,2,2102,17249,2283,1060.69,211.18,146.99,AL,2,0.919721,all_model_readouts_v1,8.646911355028376e+17,root_864691135502837597,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
4,7,2244,40706,2591,1294.72,66.45,232.68,RL,4,0.507483,all_model_readouts_v1,8.646911366180288e+17,root_864691136618028763,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,1266,16817,1373,1026.64,212.67,157.49,AL,2,0.740698,all_model_readouts_v1,8.646911358527642e+17,root_864691135852764103,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,5026,23462,5449,413.28,229.95,424.46,LM,5,0.791429,all_model_readouts_v1,,,,unassigned,False,False,
7,5,3837,21776,4237,1230.46,461.27,232.62,RL,4,0.787874,all_model_readouts_v1,8.646911362104145e+17,root_864691136210414524,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,4,6145,9765,6652,1313.27,490.77,409.42,RL,6,0.649832,all_model_readouts_v1,8.646911354465747e+17,root_864691135446574738,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
4,7,2250,18815,2598,1046.7,114.51,237.19,AL,4,0.546133,all_model_readouts_v1,8.646911363096736e+17,root_864691136309673562,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,7,476,49057,514,172.37,874.94,158.07,V1,1,0.700998,all_model_readouts_v1,,,,unassigned,False,False,
5,6,4031,23848,4391,1198.27,450.32,306.26,RL,4,0.400213,all_model_readouts_v1,8.646911358083625e+17,root_864691135808362525,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,7789,3698,8587,1280.74,249.99,502.32,RL,8,0.650007,all_model_readouts_v1,8.646911349181747e+17,root_864691134918174730,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
7,5,2031,14190,2237,1017.49,180.97,192.37,AL,2,0.886118,all_model_readouts_v1,8.646911359521221e+17,root_864691135952122147,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,3693,37011,4080,1138.56,291.9,232.3,RL,4,0.44223,all_model_readouts_v1,8.646911366633966e+17,root_864691136663396574,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,7,2366,1453,2609,992.35,148.47,157.21,AL,2,0.670145,all_model_readouts_v1,8.646911354765098e+17,root_864691135476509864,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,6,644,21810,700,776.39,322.25,137.9,LM,1,0.588989,all_model_readouts_v1,,,,unassigned,False,False,
8,5,6926,90879,7312,216.9,868.16,375.65,V1,5,0.629003,all_model_readouts_v1,,,,unassigned,False,False,
8,5,5234,93516,5513,765.05,605.03,240.53,V1,4,0.811385,all_model_readouts_v1,,,,unassigned,False,False,
8,5,4180,2663,4395,1145.73,103.69,240.63,AL,4,0.452871,all_model_readouts_v1,8.64691136106401e+17,root_864691136106400985,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
9,4,6685,28059,7170,955.24,385.61,188.52,RL,6,0.515639,all_model_readouts_v1,8.646911358569649e+17,root_864691135856964910,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
6,6,6436,42156,6953,1077.92,992.4,406.53,V1,6,0.976385,all_model_readouts_v1,8.646911358110618e+17,root_864691135811061708,L4c,L4,True,True,aibs_metamodel_mtypes_v661_v2
5,6,3952,40750,4308,733.1,380.2,310.25,LM,4,,all_model_readouts_v1,,,,unassigned,False,False,
8,5,8548,59367,9097,225.52,948.8,511.93,V1,7,0.542043,all_model_readouts_v1,,,,unassigned,False,False,
6,4,250,75093,265,431.22,678.12,140.29,V1,1,0.77475,all_model_readouts_v1,,,,unassigned,False,False,
5,7,2965,89284,3251,616.99,898.88,301.86,V1,3,0.382068,all_model_readouts_v1,,,,unassigned,False,False,
9,4,2627,28802,2839,290.75,285.11,179.18,LM,3,0.46177,all_model_readouts_v1,,,,unassigned,False,False,
9,3,1309,58672,1409,500.33,217.75,318.49,LM,1,0.761387,all_model_readouts_v1,,,,unassigned,False,False,
6,2,657,77160,722,280.73,940.92,149.43,V1,1,0.813487,all_model_readouts_v1,,,,unassigned,False,False,
6,2,5647,48025,6117,425.39,428.57,425.4,V1,5,0.756229,all_model_readouts_v1,,,,unassigned,False,False,
6,6,6718,12784,7262,1238.71,506.96,401.09,RL,6,0.603824,all_model_readouts_v1,8.646911357821564e+17,root_864691135782156368,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
9,4,914,103646,974,585.21,1031.66,172.07,V1,1,0.649704,all_model_readouts_v1,,,,unassigned,False,False,
7,3,3895,3756,4229,1211.15,89.55,343.07,AL,4,0.391846,all_model_readouts_v1,8.64691135474646e+17,root_864691135474646080,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,4,4905,57946,5317,701.42,284.86,414.2,LM,5,0.758981,all_model_readouts_v1,,,,unassigned,False,False,
6,4,1539,39372,1669,1136.45,992.47,138.54,V1,2,0.894411,all_model_readouts_v1,8.646911360913517e+17,root_864691136091351732,L2b,L23,True,True,aibs_metamodel_mtypes_v661_v2
5,7,1218,9701,1309,1019.47,56.62,156.12,AL,2,0.632106,all_model_readouts_v1,,,,unassigned,False,False,
8,5,8310,12176,8848,442.13,348.06,511.93,LM,7,0.717135,all_model_readouts_v1,,,,unassigned,False,False,
9,3,4128,14133,4460,842.38,335.89,328.86,RL,4,0.54107,all_model_readouts_v1,8.64691136391332e+17,root_864691136391331967,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
7,3,3068,73713,3310,209.59,794.29,348.95,V1,3,0.580478,all_model_readouts_v1,,,,unassigned,False,False,
5,7,2510,38300,2771,568.1,312.01,303.58,LM,3,,all_model_readouts_v1,,,,unassigned,False,False,
9,6,1399,11858,1515,1028.62,359.05,200.67,RL,2,0.367495,all_model_readouts_v1,8.646911357776163e+17,root_864691135777616224,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
4,7,5784,9093,6521,1236.19,290.51,367.2,RL,6,0.43017,all_model_readouts_v1,8.646911357773193e+17,root_864691135777319341,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
7,3,245,13039,263,359.23,459.22,213.31,V1,1,0.29541,all_model_readouts_v1,,,,unassigned,False,False,
6,6,1928,26600,2104,413.9,144.19,270.26,LM,3,,all_model_readouts_v1,,,,unassigned,False,False,
4,7,2252,17555,2601,1134.43,134.1,235.71,AL,4,0.721892,all_model_readouts_v1,8.646911355655363e+17,root_864691135565536279,L3b,L23,True,False,aibs_metamodel_mtypes_v661_v2
8,5,1597,37121,1682,1023.72,447.96,230.87,RL,2,0.54674,all_model_readouts_v1,8.646911351185277e+17,root_864691135118527709,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
4,7,533,39301,665,1108.31,488.61,104.21,RL,2,0.511465,all_model_readouts_v1,8.646911357769199e+17,root_864691135776919981,L2a,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,3,6752,5134,7306,1093.94,167.96,416.84,AL,6,0.713157,all_model_readouts_v1,8.646911351633503e+17,root_864691135163350317,L4a,L4,True,False,aibs_metamodel_mtypes_v661_v2
6,4,216,100266,229,789.3,613.05,142.87,V1,1,0.700587,all_model_readouts_v1,,,,unassigned,False,False,
9,4,756,86604,808,182.06,1143.69,173.23,V1,1,0.599372,all_model_readouts_v1,,,,unassigned,False,False,
5,6,6924,8104,7553,1229.58,295.69,442.68,RL,6,0.769814,all_model_readouts_v1,8.646911351007086e+17,root_864691135100708640,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
6,2,6841,3719,7408,1079.74,95.88,421.92,AL,6,0.568411,all_model_readouts_v1,,,,unassigned,False,False,
4,7,6399,43866,7209,188.94,228.85,515.88,LM,7,0.668279,all_model_readouts_v1,,,,unassigned,False,False,
6,2,4870,13445,5269,1243.23,488.86,285.41,RL,4,,all_model_readouts_v1,,,,unassigned,False,False,
7,5,5970,5927,6611,864.7,161.85,366.06,AL,6,0.795886,all_model_readouts_v1,8.646911360844822e+17,root_864691136084482156,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,4,5978,8502,6472,1113.29,119.17,407.26,AL,6,0.707929,all_model_readouts_v1,8.646911351233428e+17,root_864691135123342887,L5ET,L5,True,False,aibs_metamodel_mtypes_v661_v2
5,7,3659,43534,3989,729.24,316.82,303.67,LM,3,0.563922,all_model_readouts_v1,,,,unassigned,False,False,
6,4,6428,15928,6948,1050.6,1028.15,415.93,V1,6,0.62408,all_model_readouts_v1,8.646911359909164e+17,root_864691135990916352,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
6,4,7304,59896,7888,341.92,180.55,542.84,LM,7,0.646051,all_model_readouts_v1,,,,unassigned,False,False,
5,6,6215,57943,6782,781.46,413.56,445.96,LM,6,0.530035,all_model_readouts_v1,,,,unassigned,False,False,
6,6,6785,8858,7342,1018.88,371.84,400.2,RL,6,0.709067,all_model_readouts_v1,8.646911359102176e+17,root_864691135910217641,L5a,L5,True,False,aibs_metamodel_mtypes_v661_v2
8,5,5527,38430,5837,529.67,116.57,380.11,LM,5,0.648691,all_model_readouts_v1,,,,unassigned,False,False,
9,3,4156,12303,4490,832.15,368.09,329.12,RL,4,0.495713,all_model_readouts_v1,8.646911348856586e+17,root_864691134885658618,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
9,4,5168,49862,5542,754.98,350.19,179.2,LM,4,0.386257,all_model_readouts_v1,,,,unassigned,False,False,
5,6,5734,72253,6260,434.6,647.8,447.53,V1,5,0.823276,all_model_readouts_v1,,,,unassigned,False,False,
5,7,3657,35985,3987,445.49,92.62,304.15,LM,3,0.665656,all_model_readouts_v1,,,,unassigned,False,False,
6,4,3311,57754,3595,246.95,174.19,278.11,LM,3,0.624792,all_model_readouts_v1,,,,unassigned,False,False,
6,6,7643,22767,8215,1320.0,782.94,535.98,V1,8,0.517864,all_model_readouts_v1,8.646911355182685e+17,root_864691135518268554,L5NP,L5,True,True,aibs_metamodel_mtypes_v661_v2
7,3,1496,36886,1621,890.53,445.84,210.3,RL,2,0.544812,all_model_readouts_v1,8.646911359465257e+17,root_864691135946525732,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,5,108,60703,114,454.05,309.56,199.73,LM,1,0.675308,all_model_readouts_v1,,,,unassigned,False,False,
9,6,5100,6771,5466,865.56,174.23,223.47,AL,4,0.492615,all_model_readouts_v1,8.646911350138597e+17,root_864691135013859734,L3a,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,7,2878,7551,3182,922.03,180.16,255.52,AL,4,0.825537,all_model_readouts_v1,8.646911358006363e+17,root_864691135800636258,L3a,L23,True,False,aibs_metamodel_mtypes_v661_v2
5,7,2314,45963,2542,1078.32,561.7,160.21,V1,2,0.633453,all_model_readouts_v1,8.646911364443096e+17,root_864691136444309635,L2c,L23,True,True,aibs_metamodel_mtypes_v661_v2
6,2,7400,73609,7985,567.55,1007.36,559.76,V1,7,0.354192,all_model_readouts_v1,,,,unassigned,False,False,
6,2,2246,596,2440,1091.86,536.39,148.78,V1,2,0.615612,all_model_readouts_v1,8.64691135754687e+17,root_864691135754686925,L2a,L23,True,False,aibs_metamodel_mtypes_v661_v2
8,5,8108,26222,8618,1243.54,108.03,371.67,RL,6,0.535833,all_model_readouts_v1,8.646911357191936e+17,root_864691135719193649,L4a,L4,True,True,aibs_metamodel_mtypes_v661_v2
6,4,2278,19829,2497,658.39,337.95,278.01,LM,3,0.797715,all_model_readouts_v1,,,,unassigned,False,False,
4,7,908,48350,1117,439.49,105.0,251.69,LM,3,0.581647,all_model_readouts_v1,,,,unassigned,False,False,
5,6,2191,9058,2382,1089.37,288.23,168.85,RL,2,,all_model_readouts_v1,,,,unassigned,False,False,
7,5,7515,55821,8300,380.98,787.18,508.76,V1,7,0.651816,all_model_readouts_v1,,,,unassigned,False,False,
6,6,5878,18000,6336,1221.47,432.17,400.35,RL,6,0.896116,all_model_readouts_v1,8.646911360239805e+17,root_864691136023980601,L5a,L5,True,True,aibs_metamodel_mtypes_v661_v2
8,5,1093,93424,1143,237.14,540.43,237.65,V1,1,0.50474,all_model_readouts_v1,,,,unassigned,False,False,
5,6,4958,9159,5392,1216.84,90.34,303.17,AL,4,0.467982,all_model_readouts_v1,8.646911349884241e+17,root_864691134988424058,L3b,L23,True,True,aibs_metamodel_mtypes_v661_v2
7,3,3926,2677,4263,1051.49,193.79,343.78,AL,4,0.763978,all_model_readouts_v1,8.646911355389052e+17,root_864691135538905202,L4b,L4,True,True,aibs_metamodel_mtypes_v661_v2
5,7,2990,97426,3276,481.19,913.77,301.72,V1,3,0.403382,all_model_readouts_v1,,,,unassigned,False,False,
6,2,7720,15465,8311,858.55,313.86,558.02,RL,8,0.444033,all_model_readouts_v1,8.646911350816704e+17,root_864691135081670391,L6short-a,unassigned,True,False,aibs_metamodel_mtypes_v661_v2
